pt,int,hz,ppm
6530,8116760,17053.7,225.877
6531,8072910,17055.1,225.896
6532,8029060,17056.6,225.915
6533,7985200,17058.1,225.935
6534,7941350,17059.6,225.954
6535,7897500,17061,225.974
6536,7853650,17062.5,225.993
6537,7809800,17064,226.013
6538,7765950,17065.4,226.032
6539,7790340,17066.9,226.052
6540,7837460,17068.4,226.071
6541,7884590,17069.8,226.09
6542,7931710,17071.3,226.11
6543,7978830,17072.8,226.129
6544,8025960,17074.2,226.149
6545,8073080,17075.7,226.168
6546,8112360,17077.2,226.188
6547,8070040,17078.6,226.207
6548,8027720,17080.1,226.227
6549,7985390,17081.6,226.246
6550,7943070,17083,226.265
6551,7900750,17084.5,226.285
6552,7858430,17086,226.304
6553,7816110,17087.4,226.324
6554,7773790,17088.9,226.343
6555,7731460,17090.4,226.363
6556,7689140,17091.9,226.382
6557,7646820,17093.3,226.402
6558,7602660,17094.8,226.421
6559,7557110,17096.3,226.44
6560,7511560,17097.7,226.46
6561,7466010,17099.2,226.479
6562,7420460,17100.7,226.499
6563,7374910,17102.1,226.518
6564,7329360,17103.6,226.538
6565,7283810,17105.1,226.557
6566,7238260,17106.5,226.577
6567,7192710,17108,226.596
6568,7147160,17109.5,226.616
6569,7101610,17110.9,226.635
6570,7056060,17112.4,226.654
6571,7010510,17113.9,226.674
6572,6964960,17115.3,226.693
6573,6919410,17116.8,226.713
6574,6873860,17118.3,226.732
6575,6851430,17119.7,226.752
6576,6903120,17121.2,226.771
6577,6954810,17122.7,226.791
6578,7006490,17124.2,226.81
6579,7058180,17125.6,226.829
6580,7109870,17127.1,226.849
6581,7122090,17128.6,226.868
6582,7091240,17130,226.888
6583,7060380,17131.5,226.907
6584,7029530,17133,226.927
6585,6998680,17134.4,226.946
6586,6967830,17135.9,226.966
6587,6936970,17137.4,226.985
6588,6906120,17138.8,227.004
6589,6875270,17140.3,227.024
6590,6844420,17141.8,227.043
6591,6813560,17143.2,227.063
6592,6782710,17144.7,227.082
6593,6751860,17146.2,227.102
6594,6721000,17147.6,227.121
6595,6690150,17149.1,227.141
6596,6659300,17150.6,227.16
6597,6628450,17152,227.179
6598,6599790,17153.5,227.199
6599,6583790,17155,227.218
6600,6567800,17156.5,227.238
6601,6551800,17157.9,227.257
6602,6535800,17159.4,227.277
6603,6519810,17160.9,227.296
6604,6503810,17162.3,227.316
6605,6487810,17163.8,227.335
6606,6471820,17165.3,227.354
6607,6455820,17166.7,227.374
6608,6439820,17168.2,227.393
6609,6423830,17169.7,227.413
6610,6407830,17171.1,227.432
6611,6391830,17172.6,227.452
6612,6375840,17174.1,227.471
6613,6359840,17175.5,227.491
6614,6343850,17177,227.51
6615,6327850,17178.5,227.529
6616,6311850,17179.9,227.549
6617,6295860,17181.4,227.568
6618,6279860,17182.9,227.588
6619,6264280,17184.3,227.607
6620,6284150,17185.8,227.627
6621,6304030,17187.3,227.646
6622,6323900,17188.8,227.666
6623,6343770,17190.2,227.685
6624,6363650,17191.7,227.704
6625,6383520,17193.2,227.724
6626,6403390,17194.6,227.743
6627,6414320,17196.1,227.763
6628,6404150,17197.6,227.782
6629,6393980,17199,227.802
6630,6383810,17200.5,227.821
6631,6373640,17202,227.841
6632,6363470,17203.4,227.86
6633,6353300,17204.9,227.879
6634,6343130,17206.4,227.899
6635,6332960,17207.8,227.918
6636,6322790,17209.3,227.938
6637,6312620,17210.8,227.957
6638,6302450,17212.2,227.977
6639,6292280,17213.7,227.996
6640,6282110,17215.2,228.016
6641,6271940,17216.6,228.035
6642,6261770,17218.1,228.054
6643,6251600,17219.6,228.074
6644,6241430,17221,228.093
6645,6231260,17222.5,228.113
6646,6221090,17224,228.132
6647,6210920,17225.5,228.152
6648,6200750,17226.9,228.171
6649,6190580,17228.4,228.191
6650,6180890,17229.9,228.21
6651,6173030,17231.3,228.229
6652,6165180,17232.8,228.249
6653,6157320,17234.3,228.268
6654,6149470,17235.7,228.288
6655,6141610,17237.2,228.307
6656,6133760,17238.7,228.327
6657,6125910,17240.1,228.346
6658,6118050,17241.6,228.366
6659,6110200,17243.1,228.385
6660,6102340,17244.5,228.404
6661,6094490,17246,228.424
6662,6086630,17247.5,228.443
6663,6078780,17248.9,228.463
6664,6070920,17250.4,228.482
6665,6063070,17251.9,228.502
6666,6055210,17253.3,228.521
6667,6047360,17254.8,228.541
6668,6039500,17256.3,228.56
6669,6031650,17257.8,228.58
6670,6023790,17259.2,228.599
6671,6015940,17260.7,228.618
6672,6008080,17262.2,228.638
6673,6000320,17263.6,228.657
6674,5993280,17265.1,228.677
6675,5986240,17266.6,228.696
6676,5979190,17268,228.716
6677,5972150,17269.5,228.735
6678,5965110,17271,228.755
6679,5958070,17272.4,228.774
6680,5951020,17273.9,228.793
6681,5943980,17275.4,228.813
6682,5936940,17276.8,228.832
6683,5929890,17278.3,228.852
6684,5922850,17279.8,228.871
6685,5915810,17281.2,228.891
6686,5908770,17282.7,228.91
6687,5901720,17284.2,228.93
6688,5894680,17285.6,228.949
6689,5887640,17287.1,228.968
6690,5880590,17288.6,228.988
6691,5873550,17290.1,229.007
6692,5866510,17291.5,229.027
6693,5859470,17293,229.046
6694,5852420,17294.5,229.066
6695,5845380,17295.9,229.085
6696,5838400,17297.4,229.105
6697,5833640,17298.9,229.124
6698,5828870,17300.3,229.143
6699,5824110,17301.8,229.163
6700,5819340,17303.3,229.182
6701,5814580,17304.7,229.202
6702,5809820,17306.2,229.221
6703,5805050,17307.7,229.241
6704,5800290,17309.1,229.26
6705,5795520,17310.6,229.28
6706,5790760,17312.1,229.299
6707,5786000,17313.5,229.318
6708,5781230,17315,229.338
6709,5776470,17316.5,229.357
6710,5771710,17317.9,229.377
6711,5766940,17319.4,229.396
6712,5762180,17320.9,229.416
6713,5757410,17322.4,229.435
6714,5752650,17323.8,229.455
6715,5747890,17325.3,229.474
6716,5743120,17326.8,229.493
6717,5738360,17328.2,229.513
6718,5733590,17329.7,229.532
6719,5728830,17331.2,229.552
6720,5725100,17332.6,229.571
6721,5721440,17334.1,229.591
6722,5717780,17335.6,229.61
6723,5714120,17337,229.63
6724,5710460,17338.5,229.649
6725,5706800,17340,229.668
6726,5703140,17341.4,229.688
6727,5699480,17342.9,229.707
6728,5695820,17344.4,229.727
6729,5692160,17345.8,229.746
6730,5688500,17347.3,229.766
6731,5684840,17348.8,229.785
6732,5681180,17350.2,229.805
6733,5677520,17351.7,229.824
6734,5673860,17353.2,229.843
6735,5670200,17354.6,229.863
6736,5666540,17356.1,229.882
6737,5663180,17357.6,229.902
6738,5660020,17359.1,229.921
6739,5656860,17360.5,229.941
6740,5653700,17362,229.96
6741,5650540,17363.5,229.98
6742,5647380,17364.9,229.999
6743,5644220,17366.4,230.018
6744,5641060,17367.9,230.038
6745,5637900,17369.3,230.057
6746,5634740,17370.8,230.077
6747,5631580,17372.3,230.096
6748,5628420,17373.7,230.116
6749,5625260,17375.2,230.135
6750,5622100,17376.7,230.155
6751,5618940,17378.1,230.174
6752,5615780,17379.6,230.193
6753,5612620,17381.1,230.213
6754,5609460,17382.5,230.232
6755,5606300,17384,230.252
6756,5603140,17385.5,230.271
6757,5599980,17386.9,230.291
6758,5596820,17388.4,230.31
6759,5593660,17389.9,230.33
6760,5591380,17391.4,230.349
6761,5590120,17392.8,230.368
6762,5588850,17394.3,230.388
6763,5587590,17395.8,230.407
6764,5586330,17397.2,230.427
6765,5585060,17398.7,230.446
6766,5583800,17400.2,230.466
6767,5582530,17401.6,230.485
6768,5581270,17403.1,230.505
6769,5580000,17404.6,230.524
6770,5578740,17406,230.543
6771,5577480,17407.5,230.563
6772,5576210,17409,230.582
6773,5574950,17410.4,230.602
6774,5573680,17411.9,230.621
6775,5572420,17413.4,230.641
6776,5571160,17414.8,230.66
6777,5569890,17416.3,230.68
6778,5568630,17417.8,230.699
6779,5567360,17419.2,230.719
6780,5566100,17420.7,230.738
6781,5564840,17422.2,230.757
6782,5563570,17423.7,230.777
6783,5562310,17425.1,230.796
6784,5561040,17426.6,230.816
6785,5559780,17428.1,230.835
6786,5558510,17429.5,230.855
6787,5557250,17431,230.874
6788,5555990,17432.5,230.894
6789,5553270,17433.9,230.913
6790,5549640,17435.4,230.932
6791,5546010,17436.9,230.952
6792,5542390,17438.3,230.971
6793,5538760,17439.8,230.991
6794,5535130,17441.3,231.01
6795,5531500,17442.7,231.03
6796,5527880,17444.2,231.049
6797,5524250,17445.7,231.069
6798,5520620,17447.1,231.088
6799,5516990,17448.6,231.107
6800,5513370,17450.1,231.127
6801,5509740,17451.5,231.146
6802,5506110,17453,231.166
6803,5502480,17454.5,231.185
6804,5498860,17456,231.205
6805,5495230,17457.4,231.224
6806,5491600,17458.9,231.244
6807,5487970,17460.4,231.263
6808,5484350,17461.8,231.282
6809,5480720,17463.3,231.302
6810,5477090,17464.8,231.321
6811,5473460,17466.2,231.341
6812,5469890,17467.7,231.36
6813,5466370,17469.2,231.38
6814,5462840,17470.6,231.399
6815,5459320,17472.1,231.419
6816,5455790,17473.6,231.438
6817,5452270,17475,231.457
6818,5448750,17476.5,231.477
6819,5445220,17478,231.496
6820,5441700,17479.4,231.516
6821,5438180,17480.9,231.535
6822,5434650,17482.4,231.555
6823,5431130,17483.8,231.574
6824,5427600,17485.3,231.594
6825,5424080,17486.8,231.613
6826,5420560,17488.2,231.632
6827,5417030,17489.7,231.652
6828,5413510,17491.2,231.671
6829,5410430,17492.7,231.691
6830,5409220,17494.1,231.71
6831,5408000,17495.6,231.73
6832,5406790,17497.1,231.749
6833,5405570,17498.5,231.769
6834,5404350,17500,231.788
6835,5403140,17501.5,231.807
6836,5401920,17502.9,231.827
6837,5400710,17504.4,231.846
6838,5399490,17505.9,231.866
6839,5398270,17507.3,231.885
6840,5397060,17508.8,231.905
6841,5395840,17510.3,231.924
6842,5394630,17511.7,231.944
6843,5393410,17513.2,231.963
6844,5392190,17514.7,231.982
6845,5390980,17516.1,232.002
6846,5389760,17517.6,232.021
6847,5388550,17519.1,232.041
6848,5387330,17520.5,232.06
6849,5386110,17522,232.08
6850,5384900,17523.5,232.099
6851,5383680,17525,232.119
6852,5382520,17526.4,232.138
6853,5382320,17527.9,232.157
6854,5382110,17529.4,232.177
6855,5381910,17530.8,232.196
6856,5381710,17532.3,232.216
6857,5381510,17533.8,232.235
6858,5381300,17535.2,232.255
6859,5381100,17536.7,232.274
6860,5380900,17538.2,232.294
6861,5380700,17539.6,232.313
6862,5380490,17541.1,232.332
6863,5380290,17542.6,232.352
6864,5380090,17544,232.371
6865,5379880,17545.5,232.391
6866,5379680,17547,232.41
6867,5379480,17548.4,232.43
6868,5379280,17549.9,232.449
6869,5379070,17551.4,232.469
6870,5378870,17552.8,232.488
6871,5378670,17554.3,232.507
6872,5378470,17555.8,232.527
6873,5378260,17557.3,232.546
6874,5378060,17558.7,232.566
6875,5377860,17560.2,232.585
6876,5376910,17561.7,232.605
6877,5375930,17563.1,232.624
6878,5374950,17564.6,232.644
6879,5373970,17566.1,232.663
6880,5372990,17567.5,232.683
6881,5372010,17569,232.702
6882,5371030,17570.5,232.721
6883,5370050,17571.9,232.741
6884,5369070,17573.4,232.76
6885,5368090,17574.9,232.78
6886,5367120,17576.3,232.799
6887,5366140,17577.8,232.819
6888,5365160,17579.3,232.838
6889,5364180,17580.7,232.858
6890,5363200,17582.2,232.877
6891,5362220,17583.7,232.896
6892,5361240,17585.1,232.916
6893,5360260,17586.6,232.935
6894,5359280,17588.1,232.955
6895,5358300,17589.6,232.974
6896,5357320,17591,232.994
6897,5356340,17592.5,233.013
6898,5355360,17594,233.033
6899,5353590,17595.4,233.052
6900,5351700,17596.9,233.071
6901,5349810,17598.4,233.091
6902,5347930,17599.8,233.11
6903,5346040,17601.3,233.13
6904,5344150,17602.8,233.149
6905,5342260,17604.2,233.169
6906,5340370,17605.7,233.188
6907,5338480,17607.2,233.208
6908,5336590,17608.6,233.227
6909,5334710,17610.1,233.246
6910,5332820,17611.6,233.266
6911,5330930,17613,233.285
6912,5329040,17614.5,233.305
6913,5327150,17616,233.324
6914,5325260,17617.4,233.344
6915,5323370,17618.9,233.363
6916,5321480,17620.4,233.383
6917,5319600,17621.8,233.402
6918,5317710,17623.3,233.421
6919,5315820,17624.8,233.441
6920,5313930,17626.3,233.46
6921,5312040,17627.7,233.48
6922,5310210,17629.2,233.499
6923,5308380,17630.7,233.519
6924,5306560,17632.1,233.538
6925,5304740,17633.6,233.558
6926,5302920,17635.1,233.577
6927,5301100,17636.5,233.596
6928,5299280,17638,233.616
6929,5297460,17639.5,233.635
6930,5295640,17640.9,233.655
6931,5293820,17642.4,233.674
6932,5292000,17643.9,233.694
6933,5290170,17645.3,233.713
6934,5288350,17646.8,233.733
6935,5286530,17648.3,233.752
6936,5284710,17649.7,233.771
6937,5282890,17651.2,233.791
6938,5281070,17652.7,233.81
6939,5279250,17654.1,233.83
6940,5277430,17655.6,233.849
6941,5275610,17657.1,233.869
6942,5273790,17658.6,233.888
6943,5271970,17660,233.908
6944,5270140,17661.5,233.927
6945,5269530,17663,233.946
6946,5269590,17664.4,233.966
6947,5269650,17665.9,233.985
6948,5269710,17667.4,234.005
6949,5269770,17668.8,234.024
6950,5269830,17670.3,234.044
6951,5269890,17671.8,234.063
6952,5269950,17673.2,234.083
6953,5270010,17674.7,234.102
6954,5270070,17676.2,234.121
6955,5270140,17677.6,234.141
6956,5270200,17679.1,234.16
6957,5270260,17680.6,234.18
6958,5270320,17682,234.199
6959,5270380,17683.5,234.219
6960,5270440,17685,234.238
6961,5270500,17686.4,234.258
6962,5270560,17687.9,234.277
6963,5270620,17689.4,234.296
6964,5270680,17690.9,234.316
6965,5270740,17692.3,234.335
6966,5270800,17693.8,234.355
6967,5270860,17695.3,234.374
6968,5270970,17696.7,234.394
6969,5271110,17698.2,234.413
6970,5271260,17699.7,234.433
6971,5271400,17701.1,234.452
6972,5271540,17702.6,234.471
6973,5271690,17704.1,234.491
6974,5271830,17705.5,234.51
6975,5271980,17707,234.53
6976,5272120,17708.5,234.549
6977,5272260,17709.9,234.569
6978,5272410,17711.4,234.588
6979,5272550,17712.9,234.608
6980,5272690,17714.3,234.627
6981,5272840,17715.8,234.646
6982,5272980,17717.3,234.666
6983,5273130,17718.7,234.685
6984,5273270,17720.2,234.705
6985,5273410,17721.7,234.724
6986,5273560,17723.2,234.744
6987,5273700,17724.6,234.763
6988,5273840,17726.1,234.783
6989,5273990,17727.6,234.802
6990,5274130,17729,234.822
6991,5272810,17730.5,234.841
6992,5269760,17732,234.86
6993,5266720,17733.4,234.88
6994,5263670,17734.9,234.899
6995,5260630,17736.4,234.919
6996,5257580,17737.8,234.938
6997,5254530,17739.3,234.958
6998,5251490,17740.8,234.977
6999,5248440,17742.2,234.997
7000,5245400,17743.7,235.016
7001,5242350,17745.2,235.035
7002,5239310,17746.6,235.055
7003,5236260,17748.1,235.074
7004,5233210,17749.6,235.094
7005,5230170,17751,235.113
7006,5227120,17752.5,235.133
7007,5224080,17754,235.152
7008,5221030,17755.5,235.172
7009,5217990,17756.9,235.191
7010,5214940,17758.4,235.21
7011,5211900,17759.9,235.23
7012,5208850,17761.3,235.249
7013,5205800,17762.8,235.269
7014,5203280,17764.3,235.288
7015,5201870,17765.7,235.308
7016,5200460,17767.2,235.327
7017,5199050,17768.7,235.347
7018,5197640,17770.1,235.366
7019,5196230,17771.6,235.385
7020,5194820,17773.1,235.405
7021,5193400,17774.5,235.424
7022,5191990,17776,235.444
7023,5190580,17777.5,235.463
7024,5189170,17778.9,235.483
7025,5187760,17780.4,235.502
7026,5186350,17781.9,235.522
7027,5184940,17783.3,235.541
7028,5183530,17784.8,235.56
7029,5182120,17786.3,235.58
7030,5180710,17787.7,235.599
7031,5179300,17789.2,235.619
7032,5177890,17790.7,235.638
7033,5176480,17792.2,235.658
7034,5175070,17793.6,235.677
7035,5173650,17795.1,235.697
7036,5172240,17796.6,235.716
7037,5170830,17798,235.735
7038,5169420,17799.5,235.755
7039,5168010,17801,235.774
7040,5166600,17802.4,235.794
7041,5165190,17803.9,235.813
7042,5163780,17805.4,235.833
7043,5161650,17806.8,235.852
7044,5158720,17808.3,235.872
7045,5155780,17809.8,235.891
7046,5152850,17811.2,235.91
7047,5149910,17812.7,235.93
7048,5146980,17814.2,235.949
7049,5144040,17815.6,235.969
7050,5141110,17817.1,235.988
7051,5138170,17818.6,236.008
7052,5135230,17820,236.027
7053,5132300,17821.5,236.047
7054,5129360,17823,236.066
7055,5126430,17824.5,236.085
7056,5123490,17825.9,236.105
7057,5120560,17827.4,236.124
7058,5117620,17828.9,236.144
7059,5114690,17830.3,236.163
7060,5111750,17831.8,236.183
7061,5108820,17833.3,236.202
7062,5105880,17834.7,236.222
7063,5102940,17836.2,236.241
7064,5100010,17837.7,236.26
7065,5097070,17839.1,236.28
7066,5094850,17840.6,236.299
7067,5093780,17842.1,236.319
7068,5092710,17843.5,236.338
7069,5091640,17845,236.358
7070,5090570,17846.5,236.377
7071,5089510,17847.9,236.397
7072,5088440,17849.4,236.416
7073,5087370,17850.9,236.435
7074,5086300,17852.3,236.455
7075,5085230,17853.8,236.474
7076,5084160,17855.3,236.494
7077,5083100,17856.8,236.513
7078,5082030,17858.2,236.533
7079,5080960,17859.7,236.552
7080,5079890,17861.2,236.572
7081,5078820,17862.6,236.591
7082,5077760,17864.1,236.61
7083,5076820,17865.6,236.63
7084,5078530,17867,236.649
7085,5080230,17868.5,236.669
7086,5081940,17870,236.688
7087,5083640,17871.4,236.708
7088,5085350,17872.9,236.727
7089,5087060,17874.4,236.747
7090,5088760,17875.8,236.766
7091,5090470,17877.3,236.786
7092,5092170,17878.8,236.805
7093,5093880,17880.2,236.824
7094,5095580,17881.7,236.844
7095,5097290,17883.2,236.863
7096,5099000,17884.6,236.883
7097,5100700,17886.1,236.902
7098,5102410,17887.6,236.922
7099,5104110,17889.1,236.941
7100,5105820,17890.5,236.961
7101,5107520,17892,236.98
7102,5109230,17893.5,236.999
7103,5110930,17894.9,237.019
7104,5112640,17896.4,237.038
7105,5114350,17897.9,237.058
7106,5116050,17899.3,237.077
7107,5116960,17900.8,237.097
7108,5117780,17902.3,237.116
7109,5118600,17903.7,237.136
7110,5119430,17905.2,237.155
7111,5120250,17906.7,237.174
7112,5121080,17908.1,237.194
7113,5121900,17909.6,237.213
7114,5122720,17911.1,237.233
7115,5123550,17912.5,237.252
7116,5124370,17914,237.272
7117,5125190,17915.5,237.291
7118,5126020,17916.9,237.311
7119,5126840,17918.4,237.33
7120,5127670,17919.9,237.349
7121,5128490,17921.3,237.369
7122,5129310,17922.8,237.388
7123,5130140,17924.3,237.408
7124,5130960,17925.8,237.427
7125,5131780,17927.2,237.447
7126,5132610,17928.7,237.466
7127,5133430,17930.2,237.486
7128,5134260,17931.6,237.505
7129,5135080,17933.1,237.524
7130,5136600,17934.6,237.544
7131,5138290,17936,237.563
7132,5139970,17937.5,237.583
7133,5141650,17939,237.602
7134,5143340,17940.4,237.622
7135,5145020,17941.9,237.641
7136,5146700,17943.4,237.661
7137,5148380,17944.8,237.68
7138,5150070,17946.3,237.699
7139,5151750,17947.8,237.719
7140,5153430,17949.2,237.738
7141,5155120,17950.7,237.758
7142,5156800,17952.2,237.777
7143,5158480,17953.6,237.797
7144,5160170,17955.1,237.816
7145,5161850,17956.6,237.836
7146,5163530,17958.1,237.855
7147,5165210,17959.5,237.874
7148,5166900,17961,237.894
7149,5168580,17962.5,237.913
7150,5170260,17963.9,237.933
7151,5171950,17965.4,237.952
7152,5173630,17966.9,237.972
7153,5174450,17968.3,237.991
7154,5174950,17969.8,238.011
7155,5175450,17971.3,238.03
7156,5175950,17972.7,238.049
7157,5176460,17974.2,238.069
7158,5176960,17975.7,238.088
7159,5177460,17977.1,238.108
7160,5177960,17978.6,238.127
7161,5178460,17980.1,238.147
7162,5178960,17981.5,238.166
7163,5179460,17983,238.186
7164,5179960,17984.5,238.205
7165,5180460,17985.9,238.224
7166,5180960,17987.4,238.244
7167,5181460,17988.9,238.263
7168,5181960,17990.4,238.283
7169,5182460,17991.8,238.302
7170,5182960,17993.3,238.322
7171,5183460,17994.8,238.341
7172,5183960,17996.2,238.361
7173,5184460,17997.7,238.38
7174,5184960,17999.2,238.399
7175,5185460,18000.6,238.419
7176,5185290,18002.1,238.438
7177,5184640,18003.6,238.458
7178,5183980,18005,238.477
7179,5183330,18006.5,238.497
7180,5182680,18008,238.516
7181,5182020,18009.4,238.536
7182,5181370,18010.9,238.555
7183,5180720,18012.4,238.574
7184,5180060,18013.8,238.594
7185,5179410,18015.3,238.613
7186,5178760,18016.8,238.633
7187,5178100,18018.2,238.652
7188,5177450,18019.7,238.672
7189,5176800,18021.2,238.691
7190,5176140,18022.7,238.711
7191,5175490,18024.1,238.73
7192,5174840,18025.6,238.749
7193,5174190,18027.1,238.769
7194,5173530,18028.5,238.788
7195,5172880,18030,238.808
7196,5172230,18031.5,238.827
7197,5171570,18032.9,238.847
7198,5170920,18034.4,238.866
7199,5169800,18035.9,238.886
7200,5168200,18037.3,238.905
7201,5166600,18038.8,238.925
7202,5165010,18040.3,238.944
7203,5163410,18041.7,238.963
7204,5161810,18043.2,238.983
7205,5160210,18044.7,239.002
7206,5158620,18046.1,239.022
7207,5157020,18047.6,239.041
7208,5155420,18049.1,239.061
7209,5153820,18050.5,239.08
7210,5152230,18052,239.1
7211,5150630,18053.5,239.119
7212,5149030,18054.9,239.138
7213,5147430,18056.4,239.158
7214,5145840,18057.9,239.177
7215,5144240,18059.4,239.197
7216,5142640,18060.8,239.216
7217,5141040,18062.3,239.236
7218,5139440,18063.8,239.255
7219,5137850,18065.2,239.275
7220,5136250,18066.7,239.294
7221,5134650,18068.2,239.313
7222,5133090,18069.6,239.333
7223,5131580,18071.1,239.352
7224,5130070,18072.6,239.372
7225,5128560,18074,239.391
7226,5127050,18075.5,239.411
7227,5125540,18077,239.43
7228,5124030,18078.4,239.45
7229,5122510,18079.9,239.469
7230,5121000,18081.4,239.488
7231,5119490,18082.8,239.508
7232,5117980,18084.3,239.527
7233,5116470,18085.8,239.547
7234,5114960,18087.2,239.566
7235,5113450,18088.7,239.586
7236,5111940,18090.2,239.605
7237,5110430,18091.7,239.625
7238,5108920,18093.1,239.644
7239,5107410,18094.6,239.663
7240,5105900,18096.1,239.683
7241,5104390,18097.5,239.702
7242,5102880,18099,239.722
7243,5101370,18100.5,239.741
7244,5099860,18101.9,239.761
7245,5098330,18103.4,239.78
7246,5096790,18104.9,239.8
7247,5095240,18106.3,239.819
7248,5093690,18107.8,239.838
7249,5092150,18109.3,239.858
7250,5090600,18110.7,239.877
7251,5089050,18112.2,239.897
7252,5087510,18113.7,239.916
7253,5085960,18115.1,239.936
7254,5084410,18116.6,239.955
7255,5082870,18118.1,239.975
7256,5081320,18119.5,239.994
7257,5079770,18121,240.013
7258,5078230,18122.5,240.033
7259,5076680,18124,240.052
7260,5075130,18125.4,240.072
7261,5073590,18126.9,240.091
7262,5072040,18128.4,240.111
7263,5070490,18129.8,240.13
7264,5068950,18131.3,240.15
7265,5067400,18132.8,240.169
7266,5065850,18134.2,240.188
7267,5064310,18135.7,240.208
7268,5062760,18137.2,240.227
7269,5061210,18138.6,240.247
7270,5059670,18140.1,240.266
7271,5058120,18141.6,240.286
7272,5056570,18143,240.305
7273,5055030,18144.5,240.325
7274,5053120,18146,240.344
7275,5050690,18147.4,240.363
7276,5048270,18148.9,240.383
7277,5045840,18150.4,240.402
7278,5043420,18151.8,240.422
7279,5040990,18153.3,240.441
7280,5038570,18154.8,240.461
7281,5036140,18156.3,240.48
7282,5033720,18157.7,240.5
7283,5031290,18159.2,240.519
7284,5028870,18160.7,240.538
7285,5026440,18162.1,240.558
7286,5024020,18163.6,240.577
7287,5021590,18165.1,240.597
7288,5019170,18166.5,240.616
7289,5016740,18168,240.636
7290,5014320,18169.5,240.655
7291,5012020,18170.9,240.675
7292,5011190,18172.4,240.694
7293,5010350,18173.9,240.713
7294,5009520,18175.3,240.733
7295,5008690,18176.8,240.752
7296,5007860,18178.3,240.772
7297,5007020,18179.7,240.791
7298,5006190,18181.2,240.811
7299,5005360,18182.7,240.83
7300,5004520,18184.1,240.85
7301,5003690,18185.6,240.869
7302,5002860,18187.1,240.889
7303,5002020,18188.6,240.908
7304,5001190,18190,240.927
7305,5000360,18191.5,240.947
7306,4999520,18193,240.966
7307,4998690,18194.4,240.986
7308,4997860,18195.9,241.005
7309,4997020,18197.4,241.025
7310,4996190,18198.8,241.044
7311,4995360,18200.3,241.064
7312,4994520,18201.8,241.083
7313,4993690,18203.2,241.102
7314,4992860,18204.7,241.122
7315,4992860,18206.2,241.141
7316,4992880,18207.6,241.161
7317,4992890,18209.1,241.18
7318,4992910,18210.6,241.2
7319,4992920,18212,241.219
7320,4992940,18213.5,241.239
7321,4992950,18215,241.258
7322,4992970,18216.4,241.277
7323,4992980,18217.9,241.297
7324,4993000,18219.4,241.316
7325,4993010,18220.8,241.336
7326,4993030,18222.3,241.355
7327,4993040,18223.8,241.375
7328,4993060,18225.3,241.394
7329,4993070,18226.7,241.414
7330,4993080,18228.2,241.433
7331,4993100,18229.7,241.452
7332,4993110,18231.1,241.472
7333,4993130,18232.6,241.491
7334,4993140,18234.1,241.511
7335,4993160,18235.5,241.53
7336,4993170,18237,241.55
7337,4993190,18238.5,241.569
7338,4993480,18239.9,241.589
7339,4993820,18241.4,241.608
7340,4994150,18242.9,241.627
7341,4994490,18244.3,241.647
7342,4994830,18245.8,241.666
7343,4995170,18247.3,241.686
7344,4995510,18248.7,241.705
7345,4995850,18250.2,241.725
7346,4996180,18251.7,241.744
7347,4996520,18253.1,241.764
7348,4996860,18254.6,241.783
7349,4997200,18256.1,241.802
7350,4997540,18257.6,241.822
7351,4997870,18259,241.841
7352,4998210,18260.5,241.861
7353,4998550,18262,241.88
7354,4998890,18263.4,241.9
7355,4999230,18264.9,241.919
7356,4999570,18266.4,241.939
7357,4999900,18267.8,241.958
7358,5000240,18269.3,241.977
7359,5000580,18270.8,241.997
7360,5000920,18272.2,242.016
7361,5001080,18273.7,242.036
7362,5001180,18275.2,242.055
7363,5001290,18276.6,242.075
7364,5001390,18278.1,242.094
7365,5001500,18279.6,242.114
7366,5001600,18281,242.133
7367,5001710,18282.5,242.152
7368,5001810,18284,242.172
7369,5001910,18285.4,242.191
7370,5002020,18286.9,242.211
7371,5002120,18288.4,242.23
7372,5002230,18289.9,242.25
7373,5002330,18291.3,242.269
7374,5002440,18292.8,242.289
7375,5002540,18294.3,242.308
7376,5002640,18295.7,242.327
7377,5002750,18297.2,242.347
7378,5002850,18298.7,242.366
7379,5002960,18300.1,242.386
7380,5003060,18301.6,242.405
7381,5003170,18303.1,242.425
7382,5003270,18304.5,242.444
7383,5003380,18306,242.464
7384,5003200,18307.5,242.483
7385,5002890,18308.9,242.502
7386,5002590,18310.4,242.522
7387,5002280,18311.9,242.541
7388,5001970,18313.3,242.561
7389,5001660,18314.8,242.58
7390,5001350,18316.3,242.6
7391,5001040,18317.7,242.619
7392,5000740,18319.2,242.639
7393,5000430,18320.7,242.658
7394,5000120,18322.2,242.677
7395,4999810,18323.6,242.697
7396,4999500,18325.1,242.716
7397,4999190,18326.6,242.736
7398,4998890,18328,242.755
7399,4998580,18329.5,242.775
7400,4998270,18331,242.794
7401,4997960,18332.4,242.814
7402,4997650,18333.9,242.833
7403,4997340,18335.4,242.852
7404,4997040,18336.8,242.872
7405,4996730,18338.3,242.891
7406,4996420,18339.8,242.911
7407,4994950,18341.2,242.93
7408,4992640,18342.7,242.95
7409,4990330,18344.2,242.969
7410,4988010,18345.6,242.989
7411,4985700,18347.1,243.008
7412,4983390,18348.6,243.028
7413,4981080,18350,243.047
7414,4978770,18351.5,243.066
