pt,int,hz,ppm
2682,6370560,11404.3,151.05
2683,6373760,11405.8,151.07
2684,6376950,11407.2,151.089
2685,6380150,11408.7,151.109
2686,6383350,11410.2,151.128
2687,6386540,11411.6,151.148
2688,6389740,11413.1,151.167
2689,6392940,11414.6,151.186
2690,6396130,11416,151.206
2691,6399330,11417.5,151.225
2692,6402530,11419,151.245
2693,6405980,11420.4,151.264
2694,6413300,11421.9,151.284
2695,6420620,11423.4,151.303
2696,6427950,11424.9,151.323
2697,6435270,11426.3,151.342
2698,6442590,11427.8,151.361
2699,6449910,11429.3,151.381
2700,6457240,11430.7,151.4
2701,6464560,11432.2,151.42
2702,6471880,11433.7,151.439
2703,6479210,11435.1,151.459
2704,6486530,11436.6,151.478
2705,6493850,11438.1,151.498
2706,6501170,11439.5,151.517
2707,6508500,11441,151.536
2708,6515820,11442.5,151.556
2709,6523140,11443.9,151.575
2710,6530460,11445.4,151.595
2711,6537790,11446.9,151.614
2712,6545110,11448.3,151.634
2713,6552430,11449.8,151.653
2714,6559760,11451.3,151.673
2715,6567080,11452.7,151.692
2716,6574400,11454.2,151.711
2717,6576830,11455.7,151.731
2718,6578830,11457.1,151.75
2719,6580830,11458.6,151.77
2720,6582830,11460.1,151.789
2721,6584840,11461.6,151.809
2722,6586840,11463,151.828
2723,6588840,11464.5,151.848
2724,6590840,11466,151.867
2725,6592840,11467.4,151.886
2726,6594840,11468.9,151.906
2727,6596840,11470.4,151.925
2728,6598840,11471.8,151.945
2729,6600850,11473.3,151.964
2730,6602850,11474.8,151.984
2731,6604850,11476.2,152.003
2732,6606850,11477.7,152.023
2733,6608850,11479.2,152.042
2734,6610850,11480.6,152.061
2735,6612850,11482.1,152.081
2736,6614850,11483.6,152.1
2737,6616860,11485,152.12
2738,6618860,11486.5,152.139
2739,6620860,11488,152.159
2740,6625500,11489.4,152.178
2741,6630680,11490.9,152.198
2742,6635860,11492.4,152.217
2743,6641040,11493.9,152.236
2744,6646230,11495.3,152.256
2745,6651410,11496.8,152.275
2746,6656590,11498.3,152.295
2747,6661770,11499.7,152.314
2748,6666950,11501.2,152.334
2749,6672130,11502.7,152.353
2750,6677320,11504.1,152.373
2751,6682500,11505.6,152.392
2752,6687680,11507.1,152.411
2753,6692860,11508.5,152.431
2754,6698040,11510,152.45
2755,6703230,11511.5,152.47
2756,6708410,11512.9,152.489
2757,6713590,11514.4,152.509
2758,6718770,11515.9,152.528
2759,6723950,11517.3,152.548
2760,6729130,11518.8,152.567
2761,6734320,11520.3,152.586
2762,6739500,11521.7,152.606
2763,6746370,11523.2,152.625
2764,6753840,11524.7,152.645
2765,6761310,11526.2,152.664
2766,6768770,11527.6,152.684
2767,6776240,11529.1,152.703
2768,6783710,11530.6,152.723
2769,6791180,11532,152.742
2770,6798650,11533.5,152.761
2771,6806110,11535,152.781
2772,6813580,11536.4,152.8
2773,6821050,11537.9,152.82
2774,6828520,11539.4,152.839
2775,6835990,11540.8,152.859
2776,6843450,11542.3,152.878
2777,6850920,11543.8,152.898
2778,6858390,11545.2,152.917
2779,6865860,11546.7,152.937
2780,6873330,11548.2,152.956
2781,6880790,11549.6,152.975
2782,6888260,11551.1,152.995
2783,6895730,11552.6,153.014
2784,6903200,11554,153.034
2785,6910660,11555.5,153.053
2786,6918130,11557,153.073
2787,6925600,11558.5,153.092
2788,6933070,11559.9,153.112
2789,6940540,11561.4,153.131
2790,6948000,11562.9,153.15
2791,6955470,11564.3,153.17
2792,6962940,11565.8,153.189
2793,6970410,11567.3,153.209
2794,6977880,11568.7,153.228
2795,6985340,11570.2,153.248
2796,6992810,11571.7,153.267
2797,7000450,11573.1,153.287
2798,7014240,11574.6,153.306
2799,7028030,11576.1,153.325
2800,7041810,11577.5,153.345
2801,7055600,11579,153.364
2802,7069390,11580.5,153.384
2803,7083180,11581.9,153.403
2804,7096970,11583.4,153.423
2805,7110750,11584.9,153.442
2806,7124540,11586.3,153.462
2807,7138330,11587.8,153.481
2808,7152120,11589.3,153.5
2809,7165910,11590.7,153.52
2810,7179700,11592.2,153.539
2811,7193480,11593.7,153.559
2812,7207270,11595.2,153.578
2813,7221060,11596.6,153.598
2814,7234850,11598.1,153.617
2815,7248640,11599.6,153.637
2816,7262420,11601,153.656
2817,7276210,11602.5,153.675
2818,7290000,11604,153.695
2819,7303790,11605.4,153.714
2820,7317580,11606.9,153.734
2821,7323720,11608.4,153.753
2822,7329350,11609.8,153.773
2823,7334980,11611.3,153.792
2824,7340600,11612.8,153.812
2825,7346230,11614.2,153.831
2826,7351860,11615.7,153.85
2827,7357490,11617.2,153.87
2828,7363110,11618.6,153.889
2829,7368740,11620.1,153.909
2830,7374370,11621.6,153.928
2831,7379990,11623,153.948
2832,7385620,11624.5,153.967
2833,7391250,11626,153.987
2834,7396880,11627.5,154.006
2835,7402500,11628.9,154.025
2836,7408130,11630.4,154.045
2837,7413760,11631.9,154.064
2838,7419390,11633.3,154.084
2839,7425010,11634.8,154.103
2840,7430640,11636.3,154.123
2841,7436270,11637.7,154.142
2842,7446190,11639.2,154.162
2843,7457560,11640.7,154.181
2844,7468920,11642.1,154.2
2845,7480280,11643.6,154.22
2846,7491640,11645.1,154.239
2847,7503000,11646.5,154.259
2848,7514370,11648,154.278
2849,7525730,11649.5,154.298
2850,7537090,11650.9,154.317
2851,7548450,11652.4,154.337
2852,7559820,11653.9,154.356
2853,7571180,11655.3,154.375
2854,7582540,11656.8,154.395
2855,7593900,11658.3,154.414
2856,7605270,11659.8,154.434
2857,7616630,11661.2,154.453
2858,7627990,11662.7,154.473
2859,7639350,11664.2,154.492
2860,7650720,11665.6,154.512
2861,7664210,11667.1,154.531
2862,7680170,11668.6,154.55
2863,7696130,11670,154.57
2864,7712090,11671.5,154.589
2865,7728040,11673,154.609
2866,7744000,11674.4,154.628
2867,7759960,11675.9,154.648
2868,7775910,11677.4,154.667
2869,7791870,11678.8,154.687
2870,7807830,11680.3,154.706
2871,7823790,11681.8,154.725
2872,7839740,11683.2,154.745
2873,7859750,11684.7,154.764
2874,7880230,11686.2,154.784
2875,7900710,11687.6,154.803
2876,7921190,11689.1,154.823
2877,7941670,11690.6,154.842
2878,7962150,11692.1,154.862
2879,7982640,11693.5,154.881
2880,8003120,11695,154.9
2881,8023600,11696.5,154.92
2882,8044080,11697.9,154.939
2883,8064560,11699.4,154.959
2884,8085050,11700.9,154.978
2885,8105530,11702.3,154.998
2886,8126010,11703.8,155.017
2887,8146490,11705.3,155.037
2888,8166970,11706.7,155.056
2889,8187450,11708.2,155.076
2890,8182770,11709.7,155.095
2891,8158560,11711.1,155.114
2892,8134360,11712.6,155.134
2893,8110160,11714.1,155.153
2894,8085960,11715.5,155.173
2895,8061750,11717,155.192
2896,8090420,11718.5,155.212
2897,8132000,11719.9,155.231
2898,8173580,11721.4,155.251
2899,8215170,11722.9,155.27
2900,8256750,11724.4,155.289
2901,8298340,11725.8,155.309
2902,8339920,11727.3,155.328
2903,8381510,11728.8,155.348
2904,8423090,11730.2,155.367
2905,8464670,11731.7,155.387
2906,8506260,11733.2,155.406
2907,8547840,11734.6,155.426
2908,8589430,11736.1,155.445
2909,8631010,11737.6,155.464
2910,8672590,11739,155.484
2911,8709550,11740.5,155.503
2912,8738800,11742,155.523
2913,8768060,11743.4,155.542
2914,8797310,11744.9,155.562
2915,8826570,11746.4,155.581
2916,8855820,11747.8,155.601
2917,8885080,11749.3,155.62
2918,8914330,11750.8,155.639
2919,8943590,11752.2,155.659
2920,8972840,11753.7,155.678
2921,9002100,11755.2,155.698
2922,9031350,11756.6,155.717
2923,9059150,11758.1,155.737
2924,9086470,11759.6,155.756
2925,9113790,11761.1,155.776
2926,9141120,11762.5,155.795
2927,9168440,11764,155.814
2928,9195760,11765.5,155.834
2929,9223080,11766.9,155.853
2930,9250410,11768.4,155.873
2931,9277730,11769.9,155.892
2932,9305050,11771.3,155.912
2933,9332370,11772.8,155.931
2934,9356670,11774.3,155.951
2935,9367420,11775.7,155.97
2936,9378170,11777.2,155.989
2937,9388920,11778.7,156.009
2938,9399670,11780.1,156.028
2939,9410420,11781.6,156.048
2940,9421170,11783.1,156.067
2941,9431930,11784.5,156.087
2942,9442680,11786,156.106
2943,9453430,11787.5,156.126
2944,9464180,11788.9,156.145
2945,9474930,11790.4,156.164
2946,9485680,11791.9,156.184
2947,9496430,11793.4,156.203
2948,9513370,11794.8,156.223
2949,9532830,11796.3,156.242
2950,9552300,11797.8,156.262
2951,9571770,11799.2,156.281
2952,9591230,11800.7,156.301
2953,9610700,11802.2,156.32
2954,9630170,11803.6,156.339
2955,9649640,11805.1,156.359
2956,9669100,11806.6,156.378
2957,9688570,11808,156.398
2958,9708040,11809.5,156.417
2959,9727500,11811,156.437
2960,9746970,11812.4,156.456
2961,9766440,11813.9,156.476
2962,9785900,11815.4,156.495
2963,9805370,11816.8,156.514
2964,9824840,11818.3,156.534
2965,9844300,11819.8,156.553
2966,9863770,11821.2,156.573
2967,9883240,11822.7,156.592
2968,9902700,11824.2,156.612
2969,9922170,11825.7,156.631
2970,9941640,11827.1,156.651
2971,9954720,11828.6,156.67
2972,9962950,11830.1,156.689
2973,9971170,11831.5,156.709
2974,9979400,11833,156.728
2975,9987630,11834.5,156.748
2976,9995850,11835.9,156.767
2977,10004100,11837.4,156.787
2978,10012300,11838.9,156.806
2979,10020500,11840.3,156.826
2980,10028800,11841.8,156.845
2981,10037000,11843.3,156.864
2982,10045200,11844.7,156.884
2983,10053400,11846.2,156.903
2984,10061700,11847.7,156.923
2985,10069900,11849.1,156.942
2986,10078100,11850.6,156.962
2987,10086300,11852.1,156.981
2988,10094600,11853.5,157.001
2989,10102800,11855,157.02
2990,10111000,11856.5,157.04
2991,10119200,11858,157.059
2992,10127500,11859.4,157.078
2993,10135700,11860.9,157.098
2994,10143800,11862.4,157.117
2995,10151700,11863.8,157.137
2996,10159600,11865.3,157.156
2997,10167600,11866.8,157.176
2998,10175500,11868.2,157.195
2999,10183400,11869.7,157.215
3000,10191300,11871.2,157.234
3001,10199300,11872.6,157.253
3002,10207200,11874.1,157.273
3003,10215100,11875.6,157.292
3004,10223000,11877,157.312
3005,10231000,11878.5,157.331
3006,10238900,11880,157.351
3007,10246800,11881.4,157.37
3008,10254700,11882.9,157.39
3009,10262700,11884.4,157.409
3010,10270600,11885.8,157.428
3011,10278500,11887.3,157.448
3012,10286400,11888.8,157.467
3013,10294400,11890.2,157.487
3014,10302300,11891.7,157.506
3015,10310200,11893.2,157.526
3016,10318100,11894.7,157.545
3017,10326400,11896.1,157.565
3018,10335200,11897.6,157.584
3019,10344100,11899.1,157.603
3020,10352900,11900.5,157.623
3021,10361800,11902,157.642
3022,10370600,11903.5,157.662
3023,10379500,11904.9,157.681
3024,10388300,11906.4,157.701
3025,10397200,11907.9,157.72
3026,10406000,11909.3,157.74
3027,10414900,11910.8,157.759
3028,10423700,11912.3,157.778
3029,10432600,11913.7,157.798
3030,10441400,11915.2,157.817
3031,10450300,11916.7,157.837
3032,10459100,11918.1,157.856
3033,10468000,11919.6,157.876
3034,10476800,11921.1,157.895
3035,10485700,11922.5,157.915
3036,10494500,11924,157.934
3037,10503400,11925.5,157.953
3038,10512200,11927,157.973
3039,10521100,11928.4,157.992
3040,10527600,11929.9,158.012
3041,10524300,11931.4,158.031
3042,10521100,11932.8,158.051
3043,10517900,11934.3,158.07
3044,10514600,11935.8,158.09
3045,10511400,11937.2,158.109
3046,10508100,11938.7,158.128
3047,10504900,11940.2,158.148
3048,10501700,11941.6,158.167
3049,10498400,11943.1,158.187
3050,10495200,11944.6,158.206
3051,10492000,11946,158.226
3052,10488700,11947.5,158.245
3053,10485500,11949,158.265
3054,10482200,11950.4,158.284
3055,10479000,11951.9,158.303
3056,10475800,11953.4,158.323
3057,10472500,11954.8,158.342
3058,10469300,11956.3,158.362
3059,10466100,11957.8,158.381
3060,10462800,11959.3,158.401
3061,10459500,11960.7,158.42
3062,10449800,11962.2,158.44
3063,10440000,11963.7,158.459
3064,10430300,11965.1,158.478
3065,10420500,11966.6,158.498
3066,10410700,11968.1,158.517
3067,10401000,11969.5,158.537
3068,10391200,11971,158.556
3069,10381500,11972.5,158.576
3070,10371700,11973.9,158.595
3071,10362000,11975.4,158.615
3072,10352200,11976.9,158.634
3073,10342400,11978.3,158.653
3074,10332700,11979.8,158.673
3075,10322900,11981.3,158.692
3076,10313200,11982.7,158.712
3077,10303400,11984.2,158.731
3078,10293700,11985.7,158.751
3079,10283900,11987.1,158.77
3080,10274100,11988.6,158.79
3081,10264400,11990.1,158.809
3082,10254600,11991.6,158.828
3083,10244900,11993,158.848
3084,10235100,11994.5,158.867
3085,10219200,11996,158.887
3086,10202700,11997.4,158.906
3087,10186300,11998.9,158.926
3088,10169800,12000.4,158.945
3089,10153300,12001.8,158.965
3090,10136900,12003.3,158.984
3091,10120400,12004.8,159.003
3092,10103900,12006.2,159.023
3093,10087500,12007.7,159.042
3094,10071000,12009.2,159.062
3095,10054600,12010.6,159.081
3096,10038100,12012.1,159.101
3097,10021600,12013.6,159.12
3098,10022300,12015,159.14
3099,10040500,12016.5,159.159
3100,10058700,12018,159.179
3101,10076900,12019.4,159.198
3102,10095200,12020.9,159.217
3103,10113400,12022.4,159.237
3104,10085700,12023.8,159.256
3105,10041600,12025.3,159.276
3106,9997420,12026.8,159.295
3107,9953260,12028.3,159.315
3108,9909100,12029.7,159.334
3109,9864930,12031.2,159.354
3110,9820770,12032.7,159.373
3111,9776610,12034.1,159.392
3112,9732440,12035.6,159.412
3113,9688280,12037.1,159.431
3114,9644120,12038.5,159.451
3115,9599960,12040,159.47
3116,9555790,12041.5,159.49
3117,9511630,12042.9,159.509
3118,9467470,12044.4,159.529
3119,9446340,12045.9,159.548
3120,9477190,12047.3,159.567
3121,9508040,12048.8,159.587
3122,9538890,12050.3,159.606
3123,9569740,12051.7,159.626
3124,9600580,12053.2,159.645
3125,9631430,12054.7,159.665
3126,9662280,12056.1,159.684
3127,9663870,12057.6,159.704
3128,9649350,12059.1,159.723
3129,9634820,12060.6,159.742
3130,9620290,12062,159.762
3131,9605760,12063.5,159.781
3132,9591230,12065,159.801
3133,9576700,12066.4,159.82
3134,9562180,12067.9,159.84
3135,9547650,12069.4,159.859
3136,9533120,12070.8,159.879
3137,9518590,12072.3,159.898
3138,9504060,12073.8,159.917
3139,9489530,12075.2,159.937
3140,9475010,12076.7,159.956
3141,9460480,12078.2,159.976
3142,9445950,12079.6,159.995
3143,9431420,12081.1,160.015
3144,9416890,12082.6,160.034
3145,9402360,12084,160.054
3146,9387840,12085.5,160.073
3147,9373310,12087,160.092
3148,9358780,12088.4,160.112
3149,9344250,12089.9,160.131
3150,9332200,12091.4,160.151
3151,9322150,12092.9,160.17
3152,9312090,12094.3,160.19
3153,9302040,12095.8,160.209
3154,9291980,12097.3,160.229
3155,9281930,12098.7,160.248
3156,9271870,12100.2,160.267
3157,9261820,12101.7,160.287
3158,9251760,12103.1,160.306
3159,9241710,12104.6,160.326
3160,9231650,12106.1,160.345
3161,9221600,12107.5,160.365
3162,9211540,12109,160.384
3163,9201490,12110.5,160.404
3164,9191430,12111.9,160.423
3165,9181380,12113.4,160.442
3166,9171320,12114.9,160.462
3167,9160340,12116.3,160.481
3168,9146120,12117.8,160.501
3169,9131910,12119.3,160.52
3170,9117690,12120.7,160.54
3171,9103480,12122.2,160.559
3172,9089270,12123.7,160.579
3173,9075050,12125.2,160.598
3174,9060840,12126.6,160.617
3175,9046630,12128.1,160.637
3176,9032410,12129.6,160.656
3177,9018200,12131,160.676
3178,9003980,12132.5,160.695
3179,8989770,12134,160.715
3180,8975560,12135.4,160.734
3181,8961340,12136.9,160.754
3182,8947130,12138.4,160.773
3183,8932910,12139.8,160.792
3184,8918700,12141.3,160.812
3185,8904490,12142.8,160.831
3186,8890270,12144.2,160.851
3187,8876060,12145.7,160.87
3188,8861850,12147.2,160.89
3189,8847630,12148.6,160.909
3190,8833520,12150.1,160.929
3191,8820560,12151.6,160.948
3192,8807610,12153,160.967
3193,8794650,12154.5,160.987
3194,8781690,12156,161.006
3195,8768740,12157.5,161.026
3196,8755780,12158.9,161.045
3197,8742820,12160.4,161.065
3198,8729870,12161.9,161.084
3199,8716910,12163.3,161.104
3200,8703950,12164.8,161.123
3201,8690990,12166.3,161.143
3202,8678040,12167.7,161.162
3203,8665080,12169.2,161.181
3204,8652120,12170.7,161.201
3205,8639170,12172.1,161.22
3206,8626210,12173.6,161.24
3207,8613250,12175.1,161.259
3208,8600290,12176.5,161.279
3209,8587340,12178,161.298
3210,8574380,12179.5,161.318
3211,8561420,12180.9,161.337
3212,8583760,12182.4,161.356
3213,8608100,12183.9,161.376
3214,8632440,12185.3,161.395
3215,8656770,12186.8,161.415
3216,8681110,12188.3,161.434
3217,8705450,12189.7,161.454
3218,8729790,12191.2,161.473
3219,8740500,12192.7,161.493
3220,8716860,12194.2,161.512
3221,8693220,12195.6,161.531
3222,8669590,12197.1,161.551
3223,8645950,12198.6,161.57
3224,8622310,12200,161.59
3225,8598680,12201.5,161.609
3226,8575040,12203,161.629
3227,8551400,12204.4,161.648
3228,8527770,12205.9,161.668
3229,8504130,12207.4,161.687
3230,8480490,12208.8,161.706
3231,8456860,12210.3,161.726
3232,8433220,12211.8,161.745
3233,8409580,12213.2,161.765
3234,8385950,12214.7,161.784
3235,8378210,12216.2,161.804
3236,8373130,12217.6,161.823
3237,8368060,12219.1,161.843
3238,8362980,12220.6,161.862
3239,8357910,12222,161.881
3240,8352840,12223.5,161.901
3241,8347760,12225,161.92
3242,8342690,12226.5,161.94
3243,8337620,12227.9,161.959
3244,8332540,12229.4,161.979
3245,8327470,12230.9,161.998
3246,8322400,12232.3,162.018
3247,8317320,12233.8,162.037
3248,8314870,12235.3,162.056
3249,8316650,12236.7,162.076
3250,8318430,12238.2,162.095
3251,8320200,12239.7,162.115
3252,8321980,12241.1,162.134
3253,8323760,12242.6,162.154
3254,8325530,12244.1,162.173
3255,8327310,12245.5,162.193
3256,8329090,12247,162.212
3257,8330870,12248.5,162.231
3258,8332640,12249.9,162.251
3259,8334420,12251.4,162.27
3260,8336200,12252.9,162.29
3261,8337980,12254.3,162.309
3262,8339750,12255.8,162.329
3263,8341530,12257.3,162.348
3264,8343310,12258.8,162.368
3265,8345090,12260.2,162.387
3266,8346860,12261.7,162.406
3267,8348640,12263.2,162.426
3268,8350420,12264.6,162.445
3269,8352200,12266.1,162.465
3270,8353970,12267.6,162.484
3271,8360260,12269,162.504
3272,8377440,12270.5,162.523
3273,8394630,12272,162.543
3274,8411810,12273.4,162.562
3275,8429000,12274.9,162.581
3276,8446180,12276.4,162.601
3277,8463370,12277.8,162.62
3278,8480550,12279.3,162.64
3279,8497740,12280.8,162.659
3280,8514920,12282.2,162.679
3281,8532110,12283.7,162.698
3282,8549290,12285.2,162.718
3283,8566480,12286.6,162.737
3284,8583670,12288.1,162.756
3285,8600850,12289.6,162.776
3286,8618040,12291.1,162.795
3287,8635220,12292.5,162.815
3288,8652410,12294,162.834
3289,8669590,12295.5,162.854
3290,8686780,12296.9,162.873
3291,8703960,12298.4,162.893
3292,8722600,12299.9,162.912
3293,8753590,12301.3,162.931
3294,8784580,12302.8,162.951
3295,8815580,12304.3,162.97
3296,8846570,12305.7,162.99
3297,8877560,12307.2,163.009
3298,8908560,12308.7,163.029
3299,8939550,12310.1,163.048
